"Date/Time,System.BEAM_ON"
"8/1/2027 12:51:00 AM,0"
"8/1/2027 12:52:00 AM,0"
"8/1/2027 12:53:00 AM,0"
"8/1/2027 12:54:00 AM,0"
"8/1/2027 12:55:00 AM,0"
"8/1/2027 12:56:00 AM,0"
"8/1/2027 12:57:00 AM,0"
"8/1/2027 12:58:00 AM,0"
"8/1/2027 12:59:00 AM,0"
"8/1/2027 1:00:00 AM,0"
"8/1/2027 1:01:00 AM,0"
"8/1/2027 1:02:00 AM,0"
"8/1/2027 1:03:00 AM,0"
"8/1/2027 1:04:00 AM,0"
"8/1/2027 1:05:00 AM,0"
"8/1/2027 1:06:00 AM,0"
"8/1/2027 1:07:00 AM,0"
"8/1/2027 1:08:00 AM,0"
"8/1/2027 1:09:00 AM,0"
"8/1/2027 1:10:00 AM,0"
"8/1/2027 1:11:00 AM,0"
"8/1/2027 1:12:00 AM,0"
"8/1/2027 1:13:00 AM,0"
"8/1/2027 1:14:00 AM,0"
"8/1/2027 1:15:00 AM,0"
"8/1/2027 1:16:00 AM,0"
"8/1/2027 1:17:00 AM,0"
"8/1/2027 1:18:00 AM,0"
"8/1/2027 1:19:00 AM,0"
"8/1/2027 1:20:00 AM,0"
"8/1/2027 1:21:00 AM,1"
"8/1/2027 1:22:00 AM,0"
"8/1/2027 1:23:00 AM,0"
"8/1/2027 1:24:00 AM,0"
"8/1/2027 1:25:00 AM,0"
"8/1/2027 1:26:00 AM,1"
"8/1/2027 1:27:00 AM,1"
"8/1/2027 1:28:00 AM,0"
"8/1/2027 1:29:00 AM,1"
"8/1/2027 1:30:00 AM,0"
"8/1/2027 1:31:00 AM,0"
"8/1/2027 1:32:00 AM,0"
"8/1/2027 1:33:00 AM,0"
"8/1/2027 1:34:00 AM,0"
"8/1/2027 1:35:00 AM,1"
"8/1/2027 1:36:00 AM,0"
"8/1/2027 1:37:00 AM,0"
"8/1/2027 1:38:00 AM,1"
"8/1/2027 1:39:00 AM,0"
"8/1/2027 1:40:00 AM,0"
"8/1/2027 1:41:00 AM,0"
"8/1/2027 1:42:00 AM,0"
"8/1/2027 1:43:00 AM,0"
"8/1/2027 1:44:00 AM,0"
"8/1/2027 1:45:00 AM,0"
"8/1/2027 1:46:00 AM,0"
"8/1/2027 1:47:00 AM,0"
"8/1/2027 1:48:00 AM,0"
"8/1/2027 1:49:00 AM,0"
"8/1/2027 1:50:00 AM,0"
"8/1/2027 1:51:00 AM,0"
"8/1/2027 1:52:00 AM,0"
"8/1/2027 1:53:00 AM,1"
"8/1/2027 1:54:00 AM,0"
"8/1/2027 1:55:00 AM,0"
"8/1/2027 1:56:00 AM,1"
"8/1/2027 1:57:00 AM,0"
"8/1/2027 1:58:00 AM,0"
"8/1/2027 1:59:00 AM,0"
"8/1/2027 2:00:00 AM,0"
"8/1/2027 2:01:00 AM,0"
"8/1/2027 2:02:00 AM,0"
"8/1/2027 2:03:00 AM,0"
"8/1/2027 2:04:00 AM,0"
"8/1/2027 2:05:00 AM,0"
"8/1/2027 2:06:00 AM,0"
"8/1/2027 2:07:00 AM,1"
"8/1/2027 2:08:00 AM,0"
"8/1/2027 2:09:00 AM,0"
"8/1/2027 2:10:00 AM,0"
"8/1/2027 2:11:00 AM,0"
"8/1/2027 2:12:00 AM,0"
"8/1/2027 2:13:00 AM,0"
"8/1/2027 2:14:00 AM,0"
"8/1/2027 2:15:00 AM,0"
"8/1/2027 2:16:00 AM,1"
"8/1/2027 2:17:00 AM,0"
"8/1/2027 2:18:00 AM,0"
"8/1/2027 2:19:00 AM,1"
"8/1/2027 2:20:00 AM,0"
"8/1/2027 2:21:00 AM,0"
"8/1/2027 2:22:00 AM,0"
"8/1/2027 2:23:00 AM,0"
"8/1/2027 2:24:00 AM,0"
"8/1/2027 2:25:00 AM,1"
"8/1/2027 2:26:00 AM,0"
"8/1/2027 2:27:00 AM,0"
"8/1/2027 2:28:00 AM,0"
"8/1/2027 2:29:00 AM,0"
"8/1/2027 2:30:00 AM,0"
"8/1/2027 2:31:00 AM,0"
"8/1/2027 2:32:00 AM,0"
"8/1/2027 2:33:00 AM,1"
"8/1/2027 2:34:00 AM,0"
"8/1/2027 2:35:00 AM,0"
"8/1/2027 2:36:00 AM,0"
"8/1/2027 2:37:00 AM,0"
"8/1/2027 2:38:00 AM,0"
"8/1/2027 2:39:00 AM,0"
"8/1/2027 2:40:00 AM,0"
"8/1/2027 2:41:00 AM,0"
"8/1/2027 2:42:00 AM,0"
"8/1/2027 2:43:00 AM,0"
"8/1/2027 2:44:00 AM,0"
"8/1/2027 2:45:00 AM,0"
"8/1/2027 2:46:00 AM,0"
"8/1/2027 2:47:00 AM,0"
"8/1/2027 2:48:00 AM,0"
"8/1/2027 2:49:00 AM,0"
"8/1/2027 2:50:00 AM,0"
"8/1/2027 2:51:00 AM,0"
"8/1/2027 2:52:00 AM,0"
"8/1/2027 2:53:00 AM,0"
"8/1/2027 2:54:00 AM,0"
"8/1/2027 2:55:00 AM,0"
"8/1/2027 2:56:00 AM,0"
"8/1/2027 2:57:00 AM,0"
"8/1/2027 2:58:00 AM,0"
"8/1/2027 2:59:00 AM,0"
"8/1/2027 3:00:00 AM,0"
"8/1/2027 3:01:00 AM,1"
"8/1/2027 3:02:00 AM,0"
"8/1/2027 3:03:00 AM,0"
"8/1/2027 3:04:00 AM,0"
"8/1/2027 3:05:00 AM,0"
"8/1/2027 3:06:00 AM,0"
"8/1/2027 3:07:00 AM,0"
"8/1/2027 3:08:00 AM,0"
"8/1/2027 3:09:00 AM,0"
"8/1/2027 3:10:00 AM,0"
"8/1/2027 3:11:00 AM,0"
"8/1/2027 3:12:00 AM,0"
"8/1/2027 3:13:00 AM,0"
"8/1/2027 3:14:00 AM,0"
"8/1/2027 3:15:00 AM,0"
"8/1/2027 3:16:00 AM,0"
"8/1/2027 3:17:00 AM,0"
"8/1/2027 3:18:00 AM,1"
"8/1/2027 3:19:00 AM,0"
"8/1/2027 3:20:00 AM,0"
"8/1/2027 3:21:00 AM,0"
"8/1/2027 3:22:00 AM,0"
"8/1/2027 3:23:00 AM,0"
"8/1/2027 3:24:00 AM,0"
"8/1/2027 3:25:00 AM,1"
"8/1/2027 3:26:00 AM,0"
"8/1/2027 3:27:00 AM,0"
"8/1/2027 3:28:00 AM,0"
"8/1/2027 3:29:00 AM,0"
"8/1/2027 3:30:00 AM,1"
"8/1/2027 3:31:00 AM,0"
"8/1/2027 3:32:00 AM,0"
"8/1/2027 3:33:00 AM,0"
"8/1/2027 3:34:00 AM,0"
"8/1/2027 3:35:00 AM,0"
"8/1/2027 3:36:00 AM,0"
"8/1/2027 3:37:00 AM,0"
"8/1/2027 3:38:00 AM,1"
"8/1/2027 3:39:00 AM,0"
"8/1/2027 3:40:00 AM,0"
"8/1/2027 3:41:00 AM,0"
"8/1/2027 3:42:00 AM,0"
"8/1/2027 3:43:00 AM,0"
"8/1/2027 3:44:00 AM,0"
"8/1/2027 3:45:00 AM,1"
"8/1/2027 3:46:00 AM,0"
"8/1/2027 3:47:00 AM,0"
"8/1/2027 3:48:00 AM,0"
"8/1/2027 3:49:00 AM,0"
"8/1/2027 3:50:00 AM,0"
"8/1/2027 3:51:00 AM,0"
"8/1/2027 3:52:00 AM,0"
"8/1/2027 3:53:00 AM,1"
"8/1/2027 3:54:00 AM,0"
"8/1/2027 3:55:00 AM,0"
"8/1/2027 3:56:00 AM,0"
"8/1/2027 3:57:00 AM,0"
"8/1/2027 3:58:00 AM,0"
"8/1/2027 3:59:00 AM,1"
"8/1/2027 4:00:00 AM,0"
"8/1/2027 4:01:00 AM,0"
"8/1/2027 4:02:00 AM,0"
"8/1/2027 4:03:00 AM,0"
"8/1/2027 4:04:00 AM,0"
"8/1/2027 4:05:00 AM,0"
"8/1/2027 4:06:00 AM,0"
"8/1/2027 4:07:00 AM,1"
"8/1/2027 4:08:00 AM,0"
"8/1/2027 4:09:00 AM,0"
"8/1/2027 4:10:00 AM,0"
"8/1/2027 4:11:00 AM,0"
"8/1/2027 4:12:00 AM,0"
"8/1/2027 4:13:00 AM,0"
"8/1/2027 4:14:00 AM,0"
"8/1/2027 4:15:00 AM,0"
"8/1/2027 4:16:00 AM,0"
"8/1/2027 4:17:00 AM,0"
"8/1/2027 4:18:00 AM,0"
"8/1/2027 4:19:00 AM,0"
"8/1/2027 4:20:00 AM,0"
"8/1/2027 4:21:00 AM,0"
"8/1/2027 4:22:00 AM,0"
"8/1/2027 4:23:00 AM,0"
"8/1/2027 4:24:00 AM,0"
"8/1/2027 4:25:00 AM,0"
"8/1/2027 4:26:00 AM,0"
"8/1/2027 4:27:00 AM,1"
"8/1/2027 4:28:00 AM,0"
"8/1/2027 4:29:00 AM,0"
"8/1/2027 4:30:00 AM,0"
"8/1/2027 4:31:00 AM,0"
"8/1/2027 4:32:00 AM,0"
"8/1/2027 4:33:00 AM,0"
"8/1/2027 4:34:00 AM,0"
"8/1/2027 4:35:00 AM,0"
"8/1/2027 4:36:00 AM,0"
"8/1/2027 4:37:00 AM,0"
"8/1/2027 4:38:00 AM,0"
"8/1/2027 4:39:00 AM,0"
"8/1/2027 4:40:00 AM,0"
"8/1/2027 4:41:00 AM,0"
"8/1/2027 4:42:00 AM,0"
"8/1/2027 4:43:00 AM,0"
"8/1/2027 4:44:00 AM,1"
"8/1/2027 4:45:00 AM,0"
"8/1/2027 4:46:00 AM,0"
"8/1/2027 4:47:00 AM,0"
"8/1/2027 4:48:00 AM,0"
"8/1/2027 4:49:00 AM,0"
"8/1/2027 4:50:00 AM,0"
"8/1/2027 4:51:00 AM,0"
"8/1/2027 4:52:00 AM,0"
"8/1/2027 4:53:00 AM,0"
"8/1/2027 4:54:00 AM,0"
"8/1/2027 4:55:00 AM,0"
"8/1/2027 4:56:00 AM,0"
"8/1/2027 4:57:00 AM,0"
"8/1/2027 4:58:00 AM,0"
"8/1/2027 4:59:00 AM,0"
"8/1/2027 5:00:00 AM,0"
"8/1/2027 5:01:00 AM,0"
"8/1/2027 5:02:00 AM,1"
"8/1/2027 5:03:00 AM,0"
"8/1/2027 5:04:00 AM,0"
"8/1/2027 5:05:00 AM,1"
"8/1/2027 5:06:00 AM,0"
"8/1/2027 5:07:00 AM,0"
"8/1/2027 5:08:00 AM,0"
"8/1/2027 5:09:00 AM,1"
"8/1/2027 5:10:00 AM,0"
"8/1/2027 5:11:00 AM,0"
"8/1/2027 5:12:00 AM,0"
"8/1/2027 5:13:00 AM,0"
"8/1/2027 5:14:00 AM,0"
"8/1/2027 5:15:00 AM,0"
"8/1/2027 5:16:00 AM,0"
"8/1/2027 5:17:00 AM,1"
"8/1/2027 5:18:00 AM,0"
"8/1/2027 5:19:00 AM,0"
"8/1/2027 5:20:00 AM,0"
"8/1/2027 5:21:00 AM,0"
"8/1/2027 5:22:00 AM,0"
"8/1/2027 5:23:00 AM,0"
"8/1/2027 5:24:00 AM,0"
"8/1/2027 5:25:00 AM,0"
"8/1/2027 5:26:00 AM,0"
"8/1/2027 5:27:00 AM,0"
"8/1/2027 5:28:00 AM,0"
"8/1/2027 5:29:00 AM,0"
"8/1/2027 5:30:00 AM,0"
"8/1/2027 5:31:00 AM,0"
"8/1/2027 5:32:00 AM,0"
"8/1/2027 5:33:00 AM,0"
"8/1/2027 5:34:00 AM,0"
"8/1/2027 5:35:00 AM,0"
"8/1/2027 5:36:00 AM,0"
"8/1/2027 5:37:00 AM,0"
"8/1/2027 5:38:00 AM,0"
"8/1/2027 5:39:00 AM,1"
"8/1/2027 5:40:00 AM,0"
"8/1/2027 5:41:00 AM,0"
"8/1/2027 5:42:00 AM,0"
"8/1/2027 5:43:00 AM,0"
"8/1/2027 5:44:00 AM,0"
"8/1/2027 5:45:00 AM,0"
"8/1/2027 5:46:00 AM,0"
"8/1/2027 5:47:00 AM,1"
"8/1/2027 5:48:00 AM,0"
"8/1/2027 5:49:00 AM,0"
"8/1/2027 5:50:00 AM,0"
"8/1/2027 5:51:00 AM,0"
"8/1/2027 5:52:00 AM,0"
"8/1/2027 5:53:00 AM,0"
"8/1/2027 5:54:00 AM,0"
"8/1/2027 5:55:00 AM,0"
"8/1/2027 5:56:00 AM,0"
"8/1/2027 5:57:00 AM,0"
"8/1/2027 5:58:00 AM,0"
"8/1/2027 5:59:00 AM,0"
"8/1/2027 6:00:00 AM,1"
"8/1/2027 6:01:00 AM,1"
"8/1/2027 6:02:00 AM,1"
"8/1/2027 6:03:00 AM,1"
"8/1/2027 6:04:00 AM,1"
"8/1/2027 6:05:00 AM,0"
"8/1/2027 6:06:00 AM,1"
"8/1/2027 6:07:00 AM,0"
"8/1/2027 6:08:00 AM,0"
"8/1/2027 6:09:00 AM,0"
"8/1/2027 6:10:00 AM,0"
"8/1/2027 6:11:00 AM,1"
"8/1/2027 6:12:00 AM,1"
"8/1/2027 6:13:00 AM,1"
"8/1/2027 6:14:00 AM,0"
"8/1/2027 6:15:00 AM,1"
"8/1/2027 6:16:00 AM,1"
"8/1/2027 6:17:00 AM,0"
"8/1/2027 6:18:00 AM,1"
"8/1/2027 6:19:00 AM,1"
"8/1/2027 6:20:00 AM,0"
"8/1/2027 6:21:00 AM,1"
"8/1/2027 6:22:00 AM,1"
"8/1/2027 6:23:00 AM,0"
"8/1/2027 6:24:00 AM,1"
"8/1/2027 6:25:00 AM,1"
"8/1/2027 6:26:00 AM,1"
"8/1/2027 6:27:00 AM,1"
"8/1/2027 6:28:00 AM,1"
"8/1/2027 6:29:00 AM,0"
"8/1/2027 6:30:00 AM,0"
"8/1/2027 6:31:00 AM,1"
"8/1/2027 6:32:00 AM,1"
"8/1/2027 6:33:00 AM,1"
"8/1/2027 6:34:00 AM,1"
"8/1/2027 6:35:00 AM,1"
"8/1/2027 6:36:00 AM,1"
"8/1/2027 6:37:00 AM,1"
"8/1/2027 6:38:00 AM,0"
"8/1/2027 6:39:00 AM,1"
"8/1/2027 6:40:00 AM,0"
"8/1/2027 6:41:00 AM,1"
"8/1/2027 6:42:00 AM,0"
"8/1/2027 6:43:00 AM,1"
"8/1/2027 6:44:00 AM,1"
"8/1/2027 6:45:00 AM,0"
"8/1/2027 6:46:00 AM,0"
"8/1/2027 6:47:00 AM,1"
"8/1/2027 6:48:00 AM,1"
"8/1/2027 6:49:00 AM,1"
"8/1/2027 6:50:00 AM,1"
"8/1/2027 6:51:00 AM,1"
"8/1/2027 6:52:00 AM,0"
"8/1/2027 6:53:00 AM,1"
"8/1/2027 6:54:00 AM,1"
"8/1/2027 6:55:00 AM,1"
"8/1/2027 6:56:00 AM,1"
"8/1/2027 6:57:00 AM,1"
"8/1/2027 6:58:00 AM,1"
"8/1/2027 6:59:00 AM,1"
"8/1/2027 7:00:00 AM,1"
"8/1/2027 7:01:00 AM,0"
"8/1/2027 7:02:00 AM,0"
"8/1/2027 7:03:00 AM,0"
"8/1/2027 7:04:00 AM,1"
"8/1/2027 7:05:00 AM,1"
"8/1/2027 7:06:00 AM,1"
"8/1/2027 7:07:00 AM,1"
"8/1/2027 7:08:00 AM,1"
"8/1/2027 7:09:00 AM,1"
"8/1/2027 7:10:00 AM,1"
"8/1/2027 7:11:00 AM,1"
"8/1/2027 7:12:00 AM,1"
"8/1/2027 7:13:00 AM,1"
"8/1/2027 7:14:00 AM,1"
"8/1/2027 7:15:00 AM,1"
"8/1/2027 7:16:00 AM,1"
"8/1/2027 7:17:00 AM,1"
"8/1/2027 7:18:00 AM,1"
"8/1/2027 7:19:00 AM,0"
"8/1/2027 7:20:00 AM,1"
"8/1/2027 7:21:00 AM,1"
"8/1/2027 7:22:00 AM,0"
"8/1/2027 7:23:00 AM,1"
"8/1/2027 7:24:00 AM,0"
"8/1/2027 7:25:00 AM,0"
"8/1/2027 7:26:00 AM,1"
"8/1/2027 7:27:00 AM,1"
"8/1/2027 7:28:00 AM,1"
"8/1/2027 7:29:00 AM,0"
"8/1/2027 7:30:00 AM,1"
"8/1/2027 7:31:00 AM,1"
"8/1/2027 7:32:00 AM,1"
"8/1/2027 7:33:00 AM,1"
"8/1/2027 7:34:00 AM,0"
"8/1/2027 7:35:00 AM,1"
"8/1/2027 7:36:00 AM,0"
"8/1/2027 7:37:00 AM,0"
"8/1/2027 7:38:00 AM,1"
"8/1/2027 7:39:00 AM,1"
"8/1/2027 7:40:00 AM,0"
"8/1/2027 7:41:00 AM,0"
"8/1/2027 7:42:00 AM,0"
"8/1/2027 7:43:00 AM,1"
"8/1/2027 7:44:00 AM,1"
"8/1/2027 7:45:00 AM,1"
"8/1/2027 7:46:00 AM,0"
"8/1/2027 7:47:00 AM,1"
"8/1/2027 7:48:00 AM,1"
"8/1/2027 7:49:00 AM,1"
"8/1/2027 7:50:00 AM,1"
"8/1/2027 7:51:00 AM,1"
"8/1/2027 7:52:00 AM,1"
"8/1/2027 7:53:00 AM,1"
"8/1/2027 7:54:00 AM,0"
"8/1/2027 7:55:00 AM,0"
"8/1/2027 7:56:00 AM,1"
"8/1/2027 7:57:00 AM,1"
"8/1/2027 7:58:00 AM,0"
"8/1/2027 7:59:00 AM,1"
"8/1/2027 8:00:00 AM,1"
"8/1/2027 8:01:00 AM,1"
"8/1/2027 8:02:00 AM,1"
"8/1/2027 8:03:00 AM,1"
"8/1/2027 8:04:00 AM,0"
"8/1/2027 8:05:00 AM,1"
"8/1/2027 8:06:00 AM,1"
"8/1/2027 8:07:00 AM,0"
"8/1/2027 8:08:00 AM,0"
"8/1/2027 8:09:00 AM,0"
"8/1/2027 8:10:00 AM,1"
"8/1/2027 8:11:00 AM,1"
"8/1/2027 8:12:00 AM,1"
"8/1/2027 8:13:00 AM,1"
"8/1/2027 8:14:00 AM,1"
"8/1/2027 8:15:00 AM,1"
"8/1/2027 8:16:00 AM,1"
"8/1/2027 8:17:00 AM,0"
"8/1/2027 8:18:00 AM,0"
"8/1/2027 8:19:00 AM,1"
"8/1/2027 8:20:00 AM,1"
"8/1/2027 8:21:00 AM,1"
"8/1/2027 8:22:00 AM,1"
"8/1/2027 8:23:00 AM,1"
"8/1/2027 8:24:00 AM,1"
"8/1/2027 8:25:00 AM,0"
"8/1/2027 8:26:00 AM,1"
"8/1/2027 8:27:00 AM,0"
"8/1/2027 8:28:00 AM,1"
"8/1/2027 8:29:00 AM,1"
"8/1/2027 8:30:00 AM,1"
"8/1/2027 8:31:00 AM,1"
"8/1/2027 8:32:00 AM,1"
"8/1/2027 8:33:00 AM,0"
"8/1/2027 8:34:00 AM,1"
"8/1/2027 8:35:00 AM,1"
"8/1/2027 8:36:00 AM,1"
"8/1/2027 8:37:00 AM,1"
"8/1/2027 8:38:00 AM,1"
"8/1/2027 8:39:00 AM,1"
"8/1/2027 8:40:00 AM,0"
"8/1/2027 8:41:00 AM,1"
"8/1/2027 8:42:00 AM,1"
"8/1/2027 8:43:00 AM,1"
"8/1/2027 8:44:00 AM,0"
"8/1/2027 8:45:00 AM,1"
"8/1/2027 8:46:00 AM,1"
"8/1/2027 8:47:00 AM,1"
"8/1/2027 8:48:00 AM,1"
"8/1/2027 8:49:00 AM,1"
"8/1/2027 8:50:00 AM,0"
"8/1/2027 8:51:00 AM,1"
"8/1/2027 8:52:00 AM,0"
"8/1/2027 8:53:00 AM,1"
"8/1/2027 8:54:00 AM,0"
"8/1/2027 8:55:00 AM,0"
"8/1/2027 8:56:00 AM,1"
"8/1/2027 8:57:00 AM,1"
"8/1/2027 8:58:00 AM,1"
"8/1/2027 8:59:00 AM,0"
"8/1/2027 9:00:00 AM,1"
"8/1/2027 9:01:00 AM,1"
"8/1/2027 9:02:00 AM,1"
"8/1/2027 9:03:00 AM,0"
"8/1/2027 9:04:00 AM,1"
"8/1/2027 9:05:00 AM,1"
"8/1/2027 9:06:00 AM,0"
"8/1/2027 9:07:00 AM,1"
"8/1/2027 9:08:00 AM,0"
"8/1/2027 9:09:00 AM,1"
"8/1/2027 9:10:00 AM,1"
"8/1/2027 9:11:00 AM,0"
"8/1/2027 9:12:00 AM,1"
"8/1/2027 9:13:00 AM,1"
"8/1/2027 9:14:00 AM,1"
"8/1/2027 9:15:00 AM,1"
"8/1/2027 9:16:00 AM,1"
"8/1/2027 9:17:00 AM,1"
"8/1/2027 9:18:00 AM,1"
"8/1/2027 9:19:00 AM,1"
"8/1/2027 9:20:00 AM,1"
"8/1/2027 9:21:00 AM,1"
"8/1/2027 9:22:00 AM,1"
"8/1/2027 9:23:00 AM,1"
"8/1/2027 9:24:00 AM,0"
"8/1/2027 9:25:00 AM,1"
"8/1/2027 9:26:00 AM,1"
"8/1/2027 9:27:00 AM,1"
"8/1/2027 9:28:00 AM,0"
"8/1/2027 9:29:00 AM,1"
"8/1/2027 9:30:00 AM,1"
"8/1/2027 9:31:00 AM,1"
"8/1/2027 9:32:00 AM,1"
"8/1/2027 9:33:00 AM,0"
"8/1/2027 9:34:00 AM,0"
"8/1/2027 9:35:00 AM,1"
"8/1/2027 9:36:00 AM,0"
"8/1/2027 9:37:00 AM,1"
"8/1/2027 9:38:00 AM,1"
"8/1/2027 9:39:00 AM,0"
"8/1/2027 9:40:00 AM,1"
"8/1/2027 9:41:00 AM,1"
"8/1/2027 9:42:00 AM,1"
"8/1/2027 9:43:00 AM,0"
"8/1/2027 9:44:00 AM,1"
"8/1/2027 9:45:00 AM,1"
"8/1/2027 9:46:00 AM,1"
"8/1/2027 9:47:00 AM,1"
"8/1/2027 9:48:00 AM,1"
"8/1/2027 9:49:00 AM,0"
"8/1/2027 9:50:00 AM,0"
"8/1/2027 9:51:00 AM,0"
"8/1/2027 9:52:00 AM,0"
"8/1/2027 9:53:00 AM,1"
"8/1/2027 9:54:00 AM,1"
"8/1/2027 9:55:00 AM,1"
"8/1/2027 9:56:00 AM,1"
"8/1/2027 9:57:00 AM,0"
"8/1/2027 9:58:00 AM,1"
"8/1/2027 9:59:00 AM,0"
"8/1/2027 10:00:00 AM,1"
"8/1/2027 10:01:00 AM,1"
"8/1/2027 10:02:00 AM,1"
"8/1/2027 10:03:00 AM,1"
"8/1/2027 10:04:00 AM,1"
"8/1/2027 10:05:00 AM,1"
"8/1/2027 10:06:00 AM,1"
"8/1/2027 10:07:00 AM,0"
"8/1/2027 10:08:00 AM,1"
"8/1/2027 10:09:00 AM,1"
"8/1/2027 10:10:00 AM,0"
"8/1/2027 10:11:00 AM,1"
"8/1/2027 10:12:00 AM,0"
"8/1/2027 10:13:00 AM,0"
"8/1/2027 10:14:00 AM,1"
"8/1/2027 10:15:00 AM,1"
"8/1/2027 10:16:00 AM,1"
"8/1/2027 10:17:00 AM,0"
"8/1/2027 10:18:00 AM,0"
"8/1/2027 10:19:00 AM,1"
"8/1/2027 10:20:00 AM,1"
"8/1/2027 10:21:00 AM,1"
"8/1/2027 10:22:00 AM,1"
"8/1/2027 10:23:00 AM,0"
"8/1/2027 10:24:00 AM,1"
"8/1/2027 10:25:00 AM,1"
"8/1/2027 10:26:00 AM,1"
"8/1/2027 10:27:00 AM,0"
"8/1/2027 10:28:00 AM,0"
"8/1/2027 10:29:00 AM,1"
"8/1/2027 10:30:00 AM,1"
"8/1/2027 10:31:00 AM,1"
"8/1/2027 10:32:00 AM,1"
"8/1/2027 10:33:00 AM,1"
"8/1/2027 10:34:00 AM,1"
"8/1/2027 10:35:00 AM,1"
"8/1/2027 10:36:00 AM,1"
"8/1/2027 10:37:00 AM,1"
"8/1/2027 10:38:00 AM,1"
"8/1/2027 10:39:00 AM,0"
"8/1/2027 10:40:00 AM,1"
"8/1/2027 10:41:00 AM,0"
"8/1/2027 10:42:00 AM,1"
"8/1/2027 10:43:00 AM,1"
"8/1/2027 10:44:00 AM,1"
"8/1/2027 10:45:00 AM,1"
"8/1/2027 10:46:00 AM,1"
"8/1/2027 10:47:00 AM,1"
"8/1/2027 10:48:00 AM,0"
"8/1/2027 10:49:00 AM,1"
"8/1/2027 10:50:00 AM,1"
"8/1/2027 10:51:00 AM,1"
"8/1/2027 10:52:00 AM,1"
"8/1/2027 10:53:00 AM,0"
"8/1/2027 10:54:00 AM,0"
"8/1/2027 10:55:00 AM,1"
"8/1/2027 10:56:00 AM,1"
"8/1/2027 10:57:00 AM,1"
"8/1/2027 10:58:00 AM,1"
"8/1/2027 10:59:00 AM,0"
"8/1/2027 11:00:00 AM,0"
"8/1/2027 11:01:00 AM,1"
"8/1/2027 11:02:00 AM,1"
"8/1/2027 11:03:00 AM,1"
"8/1/2027 11:04:00 AM,1"
"8/1/2027 11:05:00 AM,1"
"8/1/2027 11:06:00 AM,1"
"8/1/2027 11:07:00 AM,0"
"8/1/2027 11:08:00 AM,1"
"8/1/2027 11:09:00 AM,1"
"8/1/2027 11:10:00 AM,1"
"8/1/2027 11:11:00 AM,1"
"8/1/2027 11:12:00 AM,0"
"8/1/2027 11:13:00 AM,1"
"8/1/2027 11:14:00 AM,0"
"8/1/2027 11:15:00 AM,0"
"8/1/2027 11:16:00 AM,1"
"8/1/2027 11:17:00 AM,1"
"8/1/2027 11:18:00 AM,0"
"8/1/2027 11:19:00 AM,1"
"8/1/2027 11:20:00 AM,1"
"8/1/2027 11:21:00 AM,0"
"8/1/2027 11:22:00 AM,0"
"8/1/2027 11:23:00 AM,1"
"8/1/2027 11:24:00 AM,1"
"8/1/2027 11:25:00 AM,1"
"8/1/2027 11:26:00 AM,0"
"8/1/2027 11:27:00 AM,1"
"8/1/2027 11:28:00 AM,1"
"8/1/2027 11:29:00 AM,1"
"8/1/2027 11:30:00 AM,0"
"8/1/2027 11:31:00 AM,0"
"8/1/2027 11:32:00 AM,1"
"8/1/2027 11:33:00 AM,1"
"8/1/2027 11:34:00 AM,0"
"8/1/2027 11:35:00 AM,0"
"8/1/2027 11:36:00 AM,1"
"8/1/2027 11:37:00 AM,1"
